species	RepeatModeler_superfamily	number_of_copies_300bp	total_nucleotides	number_of_families
Condylura_cristata	DNA/hAT-Tip100	178	77652	1
Condylura_cristata	LINE/Jockey	148	61543	1
Condylura_cristata	DNA/TcMar-Mariner	32	11110	1
Sebastes_minor	DNA/hAT-Ac	11904	4614715	86
Sebastes_minor	DNA/Kolobok-T2	453	172049	3
Sebastes_minor	LINE/L2	1447	582394	54
Sebastes_minor	LTR/Gypsy	569	228078	15
Sebastes_minor	DNA/hAT-Charlie	619	261808	14
Sebastes_minor	LTR/Pao	106	42980	2
Sebastes_minor	DNA/CMC-EnSpm	671	290579	15
Sebastes_minor	LINE/Rex-Babar	816	344647	36
Sebastes_minor	DNA/TcMar-Tc1	342	128437	16
Sebastes_minor	DNA/P	1521	495582	6
Sebastes_minor	DNA/Zisupton	1150	437878	5
Sebastes_minor	LINE/RTE-BovB	563	242118	10
Sebastes_minor	DNA/Crypton-V	1	316	1
Sebastes_minor	DNA/Crypton-A	167	76812	2
Sebastes_minor	RC/Helitron	427	164397	8
Sebastes_minor	DNA/hAT	1320	504852	10
Sebastes_minor	DNA/PIF-ISL2EU	131	57123	3
Sebastes_minor	DNA/PIF-Harbinger	1501	614498	20
Sebastes_minor	DNA/hAT-Tip100	316	122671	13
Sebastes_minor	DNA/Zator	115	41810	2
Sebastes_minor	DNA/Ginger	52	23136	1
Sebastes_minor	DNA/TcMar-Tigger	11	5345	1
Sebastes_minor	LINE/L1	1702	664490	14
Sebastes_minor	LINE/Penelope	56	20315	4
Sebastes_minor	DNA/TcMar-Fot1	142	63873	3
Sebastes_minor	LINE/I	87	35841	5
Sebastes_minor	LINE/L1-Tx1	148	61925	2
Sebastes_minor	LINE/RTE-X	112	46251	3
Sebastes_minor	DNA/hAT-Blackjack	541	186661	4
Sebastes_minor	DNA/MULE-MuDR	244	78710	2
Sebastes_minor	SINE/tRNA-Core	1	306	1
Sebastes_minor	LTR/ERV1	173	63911	1
Sebastes_minor	DNA/hAT-hAT5	151	62865	2
Sebastes_minor	LINE/Proto2	52	23405	2
Sebastes_minor	LINE/R2-Hero	48	28143	1
Sebastes_minor	DNA/hAT-hobo	45	15951	2
Sebastes_minor	DNA/Academ-1	78	31788	2
Sebastes_minor	LTR/DIRS	120	55127	4
Sebastes_minor	LTR/Copia	111	55996	2
Sebastes_minor	DNA/PiggyBac	259	124975	5
Sebastes_minor	DNA/TcMar-ISRm11	204	93438	5
Sebastes_minor	DNA/Sola-2	123	47279	1
Sebastes_minor	DNA/Crypton	16	6129	1
Sebastes_minor	DNA/hAT-Tag1	25	10034	1
Fundulus_heteroclitus	LINE/L2	30620	16121554	101
Fundulus_heteroclitus	DNA/TcMar-Tc1	74963	36056941	160
Fundulus_heteroclitus	SINE/V	1936	672623	2
Fundulus_heteroclitus	DNA/PIF-ISL2EU	1527	766597	4
Fundulus_heteroclitus	LINE/Rex-Babar	16460	8772967	80
Fundulus_heteroclitus	LINE/Penelope	3213	1620956	13
Fundulus_heteroclitus	LINE/RTE-BovB	5879	3032771	11
Fundulus_heteroclitus	LINE/RTE	1974	967397	5
Fundulus_heteroclitus	DNA/hAT-Charlie	7977	3595200	29
Fundulus_heteroclitus	DNA/hAT	1103	442126	6
Fundulus_heteroclitus	DNA/hAT-Ac	8287	3835672	41
Fundulus_heteroclitus	LTR/Ngaro	1455	478013	3
Fundulus_heteroclitus	SINE/MIR	917	286456	4
Fundulus_heteroclitus	DNA/PIF-Harbinger	3127	1502322	14
Fundulus_heteroclitus	DNA/MULE-MuDR	938	461968	4
Fundulus_heteroclitus	DNA/CMC-EnSpm	1912	906037	6
Fundulus_heteroclitus	LINE/I	618	410757	2
Fundulus_heteroclitus	DNA/hAT-Tol2	1441	775993	2
Fundulus_heteroclitus	LTR/DIRS	481	438922	6
Fundulus_heteroclitus	DNA/TcMar-Tc2	4267	2267851	7
Fundulus_heteroclitus	LINE/I-Nimb	626	366614	1
Fundulus_heteroclitus	DNA/hAT-hAT5	647	348107	5
Fundulus_heteroclitus	DNA/Kolobok-T2	2681	1371919	4
Fundulus_heteroclitus	LTR/Gypsy	3711	2331789	11
Fundulus_heteroclitus	LINE/L1	6288	3394973	23
Fundulus_heteroclitus	LTR/ERV1	1126	737392	7
Fundulus_heteroclitus	LINE/R1	377	168576	1
Fundulus_heteroclitus	LINE/Dong-R4	751	383209	5
Fundulus_heteroclitus	DNA/hAT-Tip100	1667	1007100	11
Fundulus_heteroclitus	LINE/Proto2	224	157094	1
Fundulus_heteroclitus	DNA/P	267	153213	2
Fundulus_heteroclitus	DNA/hAT-Tag1	173	95431	1
Fundulus_heteroclitus	DNA/hAT-Blackjack	84	27617	1
Fundulus_heteroclitus	LINE/L1-Tx1	542	380660	3
Fundulus_heteroclitus	LINE/R2-Hero	78	56930	1
Fundulus_heteroclitus	LTR/Pao	458	327777	4
Fundulus_heteroclitus	DNA/TcMar-Fot1	69	51919	1
Fundulus_heteroclitus	DNA/PiggyBac	131	74874	1
Fundulus_heteroclitus	DNA/TcMar-ISRm11	106	34968	1
Fundulus_heteroclitus	DNA/Maverick	386	407877	3
Fundulus_heteroclitus	DNA/TcMar-Tigger	70	34603	1
Camelus_dromedarius	LINE/L1	283239	207479620	150
Camelus_dromedarius	SINE/ID	1	336	1
Camelus_dromedarius	SINE/MIR	4	1442	3
Camelus_dromedarius	DNA/CMC-EnSpm	210	90540	2
Camelus_dromedarius	LTR/ERV1	39989	21354529	64
Camelus_dromedarius	LTR/ERVL	37040	17530772	51
Camelus_dromedarius	LINE/L2	20600	10022497	23
Camelus_dromedarius	DNA/TcMar-Tc2	143	58140	1
Camelus_dromedarius	DNA/hAT-Tip100	3193	1639126	7
Camelus_dromedarius	LTR/ERVL-MaLR	56375	22293994	39
Camelus_dromedarius	DNA/hAT-Charlie	8514	3981470	15
Camelus_dromedarius	DNA/Sola	256	99448	2
Camelus_dromedarius	DNA/TcMar-Tigger	10833	5196329	23
Camelus_dromedarius	DNA/hAT-Blackjack	1552	804844	2
Camelus_dromedarius	LINE/CR1	10	3513	2
Camelus_dromedarius	LTR/ERVK	241	135993	1
Camelus_dromedarius	LINE/RTE-X	313	292651	3
Pteropus_alecto	LTR/ERVL	35674	18046156	48
Pteropus_alecto	LTR/ERV1	19433	9374681	59
Pteropus_alecto	LINE/L1	261498	222419811	123
Pteropus_alecto	DNA/hAT-Tip100	2079	1140645	6
Pteropus_alecto	LINE/L2	19144	9624509	17
Pteropus_alecto	LTR/ERVL-MaLR	51784	21042099	40
Pteropus_alecto	DNA/CMC-EnSpm	221	84580	4
Pteropus_alecto	DNA/TcMar-Tigger	4994	3254345	16
Pteropus_alecto	LTR/Ngaro	719	241572	1
Pteropus_alecto	DNA/hAT-Charlie	8839	4626516	17
Pteropus_alecto	SINE/MIR	69	25942	7
Pteropus_alecto	DNA/hAT-Blackjack	1217	468589	2
Pteropus_alecto	LINE/RTE-BovB	359	278435	1
Pteropus_alecto	SINE/5S	20	6206	2
Pteropus_alecto	DNA/TcMar-Mariner	70	23490	1
Pteropus_alecto	DNA/TcMar-Tc2	339	124722	1
Pteropus_alecto	LINE/Penelope	1243	879449	1
Miniopterus_natalensis	LINE/L1	209492	158480021	124
Miniopterus_natalensis	SINE/MIR	324	115043	4
Miniopterus_natalensis	DNA/hAT-Charlie	5410	2742281	18
Miniopterus_natalensis	LTR/ERVL-MaLR	39266	15576437	36
Miniopterus_natalensis	LTR/ERVL	26694	12954947	45
Miniopterus_natalensis	DNA/MULE-MuDR	1	675	1
Miniopterus_natalensis	LTR/ERV1	25402	12918124	74
Miniopterus_natalensis	DNA/TcMar-Tigger	7421	3792276	22
Miniopterus_natalensis	DNA/hAT-Tip100	816	424859	4
Miniopterus_natalensis	LINE/L2	17881	8855889	17
Miniopterus_natalensis	DNA/hAT-Blackjack	868	326768	2
Miniopterus_natalensis	DNA/TcMar-Tc2	137	56106	1
Miniopterus_natalensis	LINE/RTE-BovB	248	146155	2
Miniopterus_natalensis	LTR/ERVK	849	476120	3
Miniopterus_natalensis	LINE/CR1	1	302	1
Sebastes_steindachneri	DNA/CMC-Chapaev	17	6099	1
Sebastes_steindachneri	LINE/Rex-Babar	1230	503819	30
Sebastes_steindachneri	LINE/L2	2060	882034	53
Sebastes_steindachneri	DNA/hAT-Ac	6191	2280658	42
Sebastes_steindachneri	DNA/PIF-Harbinger	1121	470137	19
Sebastes_steindachneri	DNA/hAT	2318	1067536	15
Sebastes_steindachneri	DNA/hAT-Charlie	750	309729	14
Sebastes_steindachneri	DNA/CMC-EnSpm	464	184221	6
Sebastes_steindachneri	LINE/RTE-BovB	386	169847	5
Sebastes_steindachneri	DNA/PIF-ISL2EU	292	136071	4
Sebastes_steindachneri	LINE/Proto2	81	34655	3
Sebastes_steindachneri	DNA/hAT-Tip100	431	189955	7
Sebastes_steindachneri	LTR/Gypsy	359	152058	8
Sebastes_steindachneri	DNA/TcMar-Tc1	241	98239	11
Sebastes_steindachneri	DNA/hAT-Blackjack	45	20197	1
Sebastes_steindachneri	DNA/Novosib	18	5898	1
Sebastes_steindachneri	LINE/RTE-X	175	74948	6
Sebastes_steindachneri	DNA/Kolobok-T2	25	9460	1
Sebastes_steindachneri	RC/Helitron	108	59027	2
Sebastes_steindachneri	SINE/Deu	4	1244	1
Sebastes_steindachneri	LINE/L1	413	174553	11
Sebastes_steindachneri	DNA/P	4	1279	1
Sebastes_steindachneri	LINE/I-Nimb	28	10495	3
Sebastes_steindachneri	LTR/DIRS	91	43642	2
Sebastes_steindachneri	LINE/RTE	292	98942	1
Sebastes_steindachneri	DNA/MULE-MuDR	481	168013	3
Sebastes_steindachneri	LINE/L1-Tx1	119	53837	2
Sebastes_steindachneri	DNA/hAT-hobo	105	42998	2
Sebastes_steindachneri	DNA/Academ	59	28283	1
Sebastes_steindachneri	LINE/I	46	17841	3
Sebastes_steindachneri	DNA/PiggyBac	67	30447	1
Sebastes_steindachneri	LTR/Pao	84	31811	1
Sebastes_steindachneri	DNA/Sola	4	1302	2
Sebastes_steindachneri	LINE/Penelope	9	3739	1
Sebastes_steindachneri	DNA/Maverick	74	25737	1
Sebastes_steindachneri	LINE/R2-Hero	81	35956	2
Sebastes_steindachneri	DNA/Crypton	102	49581	1
Sebastes_steindachneri	DNA/TcMar	62	30126	1
Sebastes_steindachneri	LTR/ERVK	51	22087	1
Sebastes_steindachneri	DNA/TcMar-Fot1	38	18244	1
Sebastes_steindachneri	LTR/Copia	13	4868	1
Sebastes_steindachneri	LINE/Jockey	21	9948	1
Sebastes_steindachneri	DNA/TcMar-Tc2	36	14715	1
Scartelaos_histophorus	LINE/RTE-BovB	2259	1087094	6
Scartelaos_histophorus	LINE/L2	3891	1742918	63
Scartelaos_histophorus	DNA/hAT-Blackjack	1337	461159	2
Scartelaos_histophorus	DNA/PIF-Harbinger	1944	727496	7
Scartelaos_histophorus	DNA/hAT-Ac	5384	2274458	32
Scartelaos_histophorus	SINE/Deu	1452	502063	1
Scartelaos_histophorus	DNA/MULE-MuDR	234	112995	3
Scartelaos_histophorus	DNA/hAT-hAT5	13	4015	1
Scartelaos_histophorus	LINE/Penelope	878	396016	10
Scartelaos_histophorus	DNA/hAT-Tol2	627	219560	3
Scartelaos_histophorus	DNA/hAT	412	163904	2
Scartelaos_histophorus	SINE/V	1236	408043	3
Scartelaos_histophorus	DNA/CMC-EnSpm	4960	3305576	3
Scartelaos_histophorus	DNA/PIF-ISL2EU	47	29286	2
Scartelaos_histophorus	DNA/hAT-Charlie	1469	693825	21
Scartelaos_histophorus	DNA/TcMar-Tc2	5863	3051386	7
Scartelaos_histophorus	LINE/Rex-Babar	976	446827	20
Scartelaos_histophorus	DNA/TcMar-Tc1	2001	1068491	20
Scartelaos_histophorus	LINE/RTE	229	93355	4
Scartelaos_histophorus	LTR/Ngaro	67	24380	2
Scartelaos_histophorus	DNA/PiggyBac	16	4929	1
Scartelaos_histophorus	LTR/Pao	68	35961	2
Scartelaos_histophorus	DNA/TcMar-Tigger	32	15723	2
Scartelaos_histophorus	LTR/Copia	155	56293	1
Scartelaos_histophorus	RC/Helitron	90	44243	1
Scartelaos_histophorus	LINE/Dong-R4	590	310236	6
Scartelaos_histophorus	LTR/Gypsy	717	374300	7
Scartelaos_histophorus	LTR/DIRS	31	15692	1
Scartelaos_histophorus	LINE/L1	239	105923	8
Scartelaos_histophorus	LTR/ERVK	245	116193	1
Scartelaos_histophorus	LINE/L1-Tx1	51	19967	2
Scartelaos_histophorus	DNA/hAT-Tip100	216	119673	3
Scartelaos_histophorus	LINE/Proto2	90	35990	2
Scartelaos_histophorus	DNA/Academ	58	23502	1
Scartelaos_histophorus	DNA/CMC-Chapaev-3	125	69016	1
Scartelaos_histophorus	LTR/ERV1	83	56697	1
Rhinolophus_ferrumequinum	LINE/L1	246767	188936191	133
Rhinolophus_ferrumequinum	DNA/hAT-Charlie	8295	4102355	16
Rhinolophus_ferrumequinum	DNA/TcMar-Tc2	1817	747110	6
Rhinolophus_ferrumequinum	SINE/MIR	336	117000	4
Rhinolophus_ferrumequinum	LTR/ERVL-MaLR	56738	22527437	51
Rhinolophus_ferrumequinum	LINE/L2	30218	15343312	22
Rhinolophus_ferrumequinum	DNA/CMC-EnSpm	396	140246	2
Rhinolophus_ferrumequinum	LTR/ERVK	849	325260	3
Rhinolophus_ferrumequinum	LTR/ERVL	30831	15398409	46
Rhinolophus_ferrumequinum	DNA/TcMar-Mariner	9957	4981061	9
Rhinolophus_ferrumequinum	DNA/TcMar-Tigger	5923	3050938	21
Rhinolophus_ferrumequinum	LTR/ERV1	20918	10179085	63
Rhinolophus_ferrumequinum	DNA/Sola	250	104447	1
Rhinolophus_ferrumequinum	DNA/hAT-Tip100	2532	1300817	9
Rhinolophus_ferrumequinum	LINE/RTE-X	120	38032	2
Rhinolophus_ferrumequinum	LINE/RTE-BovB	607	444559	2
Rhinolophus_ferrumequinum	LINE/CR1	2	608	1
Rhinolophus_ferrumequinum	DNA/hAT-Blackjack	298	123340	2
Rhinolophus_ferrumequinum	LTR/Ngaro	555	189357	1
Clupea_harengus	DNA/Sola	5025	1867777	16
Clupea_harengus	DNA/CMC-EnSpm	4762	1912850	7
Clupea_harengus	DNA/Ginger	2193	879830	5
Clupea_harengus	DNA/Novosib	2757	961472	11
Clupea_harengus	DNA/TcMar-ISRm11	1714	993752	7
Clupea_harengus	LTR/ERVK	10655	4510392	5
Clupea_harengus	LTR/Gypsy	1524	1022971	14
Clupea_harengus	DNA/hAT	3708	1787979	26
Clupea_harengus	DNA/hAT-Ac	4294	2099788	36
Clupea_harengus	DNA/PIF-Harbinger	2446	1151560	14
Clupea_harengus	SINE/V	430	175210	1
Clupea_harengus	DNA/Maverick	3	1135	1
Clupea_harengus	DNA/MULE-MuDR	232	81783	2
Clupea_harengus	LINE/L2	8214	4815362	57
Clupea_harengus	LINE/Rex-Babar	3315	2079358	36
Clupea_harengus	DNA/Academ	1035	552435	4
Clupea_harengus	DNA/TcMar	405	195958	6
Clupea_harengus	DNA/TcMar-Tc1	5710	3608286	45
Clupea_harengus	DNA/hAT-Tip100	2215	1164856	22
Clupea_harengus	LTR/DIRS	963	742100	3
Clupea_harengus	DNA/hAT-Charlie	1863	920470	21
Clupea_harengus	DNA/hAT-hobo	308	134776	2
Clupea_harengus	LINE/Proto2	80	38708	1
Clupea_harengus	LTR/Ngaro	521	212823	1
Clupea_harengus	DNA/P	179	57761	1
Clupea_harengus	LTR/Copia	225	112100	2
Clupea_harengus	LINE/R2-Hero	662	347626	8
Clupea_harengus	DNA/hAT-Tol2	452	374901	2
Clupea_harengus	LINE/Penelope	5	1806	1
Clupea_harengus	LINE/RTE-X	388	188148	8
Clupea_harengus	RC/Helitron	302	184965	3
Clupea_harengus	LTR/Gypsy-Cigr	486	271293	3
Clupea_harengus	DNA/hAT-Blackjack	360	277110	5
Clupea_harengus	LINE/L1-Tx1	321	228886	3
Clupea_harengus	DNA/Kolobok-T2	500	346833	5
Clupea_harengus	DNA/CMC-Chapaev	464	176667	2
Clupea_harengus	DNA/hAT-hAT5	95	41258	2
Clupea_harengus	LTR/ERV1	204	107619	2
Clupea_harengus	LINE/L1	236	150433	2
Clupea_harengus	DNA/PiggyBac	162	98629	3
Clupea_harengus	DNA/TcMar-Tc2	324	181851	1
Clupea_harengus	SINE/tRNA-CR1	139	80729	1
Clupea_harengus	LINE/RTE-BovB	198	212400	3
Clupea_harengus	SINE/L2	4	1222	1
Clupea_harengus	DNA/TcMar-Mariner	66	31924	2
Clupea_harengus	LTR/Viper	54	38442	1
Clupea_harengus	SINE/ID	8	11423	1
Clupea_harengus	DNA/Kolobok-Hydra	22	12597	1
Clupea_harengus	LTR/Pao	129	68983	1
Clupea_harengus	DNA/TcMar-Fot1	72	32256	2
Clupea_harengus	DNA/TcMar-Tigger	65	28103	1
Clupea_harengus	LINE/Dong-R4	54	24170	1
Clupea_harengus	LINE/I-Nimb	53	60884	1
Vicugna_pacos_huacaya	SINE/MIR	287	355208	10
Vicugna_pacos_huacaya	LINE/L1	287929	221452282	134
Vicugna_pacos_huacaya	LTR/ERV1	44134	22835168	67
Vicugna_pacos_huacaya	DNA/TcMar-Tigger	7925	4514691	17
Vicugna_pacos_huacaya	LINE/L2	22624	11783768	24
Vicugna_pacos_huacaya	DNA/hAT-Charlie	6827	3806914	14
Vicugna_pacos_huacaya	LTR/ERVL-MaLR	57093	23020154	38
Vicugna_pacos_huacaya	LTR/ERVL	38626	18932952	46
Vicugna_pacos_huacaya	DNA/hAT	772	1003574	2
Vicugna_pacos_huacaya	DNA/hAT-Tip100	2891	1452717	6
Vicugna_pacos_huacaya	DNA/hAT-Blackjack	1622	852190	5
Vicugna_pacos_huacaya	LTR/ERVK	551	322961	2
Vicugna_pacos_huacaya	DNA/TcMar-Tc2	422	172216	3
Vicugna_pacos_huacaya	DNA/TcMar-Mariner	2	631	1
Vicugna_pacos_huacaya	LINE/CR1	4	1229	1
Megaderma_lyra	LINE/L1	208083	152410144	144
Megaderma_lyra	DNA/hAT-Blackjack	1633	873928	5
Megaderma_lyra	DNA/hAT-Charlie	12899	7191969	25
Megaderma_lyra	DNA/Sola	319	116394	1
Megaderma_lyra	DNA/TcMar-Tigger	8511	4434676	21
Megaderma_lyra	DNA/TcMar-Mariner	25881	14091745	19
Megaderma_lyra	LTR/ERV1	15757	7773340	46
Megaderma_lyra	LTR/ERVL-MaLR	34328	14533209	37
Megaderma_lyra	LINE/L2	7503	3289484	20
Megaderma_lyra	LTR/ERVL	24403	12229225	51
Megaderma_lyra	DNA/CMC-EnSpm	383	154103	2
Megaderma_lyra	DNA/hAT-Tip100	1808	863738	6
Megaderma_lyra	LINE/RTE-BovB	402	283243	4
Megaderma_lyra	DNA/TcMar-Tc1	5596	2909880	4
Megaderma_lyra	LTR/ERVK	1465	829108	4
Megaderma_lyra	SINE/5S	97	68845	1
Megaderma_lyra	DNA/PiggyBac	911	465085	4
Megaderma_lyra	SINE/V	629	271884	1
Cyprinodon_variegatus	LINE/Rex-Babar	11987	6258193	51
Cyprinodon_variegatus	DNA/hAT-Charlie	7987	3963031	31
Cyprinodon_variegatus	DNA/Academ	1329	673705	1
Cyprinodon_variegatus	DNA/TcMar-Tc1	15645	8580402	91
Cyprinodon_variegatus	LTR/Gypsy	8848	5588782	22
Cyprinodon_variegatus	DNA/hAT	6712	3478387	22
Cyprinodon_variegatus	DNA/hAT-Ac	15032	5994765	37
Cyprinodon_variegatus	LINE/L1	5630	2617575	20
Cyprinodon_variegatus	LINE/L2	26265	13802181	68
Cyprinodon_variegatus	LINE/Jockey	969	596136	4
Cyprinodon_variegatus	LTR/Ngaro	1983	662733	6
Cyprinodon_variegatus	DNA/PIF-Harbinger	3778	1756211	15
Cyprinodon_variegatus	SINE/V	4510	1536044	3
Cyprinodon_variegatus	SINE/MIR	1013	324663	4
Cyprinodon_variegatus	DNA/TcMar-Tc2	669	322120	8
Cyprinodon_variegatus	LINE/Penelope	4491	1998522	15
Cyprinodon_variegatus	DNA/hAT-Tip100	3792	1926618	14
Cyprinodon_variegatus	DNA/hAT-hAT5	689	387973	3
Cyprinodon_variegatus	DNA/hAT-Tol2	1629	773397	6
Cyprinodon_variegatus	LINE/I	1504	697480	7
Cyprinodon_variegatus	DNA/hAT-Blackjack	400	184272	3
Cyprinodon_variegatus	DNA/P	693	355560	2
Cyprinodon_variegatus	LINE/Dong-R4	1532	857778	13
Cyprinodon_variegatus	DNA/CMC-EnSpm	975	539383	6
Cyprinodon_variegatus	LINE/RTE-BovB	3866	2188515	13
Cyprinodon_variegatus	DNA/PiggyBac	281	160635	1
Cyprinodon_variegatus	LINE/RTE	1855	873879	2
Cyprinodon_variegatus	DNA/hAT-hATx	357	127198	2
Cyprinodon_variegatus	DNA/Kolobok-T2	285	103566	3
Cyprinodon_variegatus	DNA/Maverick	5	1529	1
Cyprinodon_variegatus	DNA/PIF-ISL2EU	272	124638	3
Cyprinodon_variegatus	DNA/TcMar-Mariner	142	67771	1
Cyprinodon_variegatus	DNA/TcMar-Fot1	58	25935	1
Cyprinodon_variegatus	DNA/MULE-MuDR	52	20147	1
Cyprinodon_variegatus	LTR/ERV1	155	75764	2
Cyprinodon_variegatus	LTR/DIRS	333	247110	3
Cyprinodon_variegatus	LTR/Pao	45	22723	1
Cyprinodon_variegatus	LINE/L1-Tx1	293	145431	3
Cyprinodon_variegatus	DNA/TcMar-Tigger	126	70047	1
Cyprinodon_variegatus	DNA/hAT-hobo	140	70562	1
Cyprinodon_variegatus	LINE/I-Nimb	209	101569	1
Cyprinodon_variegatus	LTR/Copia	83	41271	1
Cyprinodon_variegatus	LINE/Proto2	134	67360	1
Cyprinodon_variegatus	DNA/TcMar	61	30055	1
Cyprinodon_variegatus	LINE/R2-Hero	112	69128	1
Rousettus_aegyptiacus	LINE/L1	237804	217443060	146
Rousettus_aegyptiacus	SINE/MIR	445	146187	8
Rousettus_aegyptiacus	DNA/TcMar-Tigger	10203	4619427	20
Rousettus_aegyptiacus	DNA/hAT-Tip100	1732	927474	5
Rousettus_aegyptiacus	DNA/hAT-Charlie	9976	4512173	19
Rousettus_aegyptiacus	DNA/CMC-EnSpm	693	386714	3
Rousettus_aegyptiacus	LTR/ERV1	28247	13723013	64
Rousettus_aegyptiacus	SINE/5S	7	2207	2
Rousettus_aegyptiacus	LINE/RTE-X	15	4637	1
Rousettus_aegyptiacus	LTR/ERVL	28713	14140329	41
Rousettus_aegyptiacus	LINE/L2	20358	10694547	13
Rousettus_aegyptiacus	LTR/ERVL-MaLR	50037	19663822	40
Rousettus_aegyptiacus	DNA/hAT-Blackjack	1158	439097	2
Rousettus_aegyptiacus	SINE/V	795	320966	1
Rousettus_aegyptiacus	DNA/TcMar-Mariner	16	5059	1
Rousettus_aegyptiacus	LINE/CR1-Zenon	36	11481	1
Rousettus_aegyptiacus	DNA/PiggyBac	1277	560593	3
Rousettus_aegyptiacus	DNA/hAT	3	973	1
Rousettus_aegyptiacus	LINE/RTE-BovB	753	467711	1
Rousettus_aegyptiacus	LTR/ERVK	236	75262	3
Rousettus_aegyptiacus	LINE/Penelope	242	889885	1
Rousettus_aegyptiacus	DNA/TcMar	10	3143	1
Rousettus_aegyptiacus	LTR/Copia	1	300	1
Sebastes_rubrivinctus	DNA/hAT-Ac	32777	15243429	60
Sebastes_rubrivinctus	DNA/hAT-Tip100	241	101182	5
Sebastes_rubrivinctus	DNA/hAT-Blackjack	55	23213	1
Sebastes_rubrivinctus	DNA/hAT	5433	2411407	22
Sebastes_rubrivinctus	RC/Helitron	1315	532294	4
Sebastes_rubrivinctus	DNA/PIF-Harbinger	4030	1637846	24
Sebastes_rubrivinctus	DNA/hAT-Charlie	4078	1800479	14
Sebastes_rubrivinctus	DNA/TcMar-Tc1	1849	771256	18
Sebastes_rubrivinctus	LINE/L2	2957	1271748	57
Sebastes_rubrivinctus	LINE/Rex-Babar	2235	921296	37
Sebastes_rubrivinctus	LINE/L1-Tx1	164	75241	4
Sebastes_rubrivinctus	DNA/Kolobok-T2	2684	1154897	3
Sebastes_rubrivinctus	DNA/Novosib	2	930	1
Sebastes_rubrivinctus	LTR/Gypsy	822	408330	9
Sebastes_rubrivinctus	LINE/L1	754	331689	12
Sebastes_rubrivinctus	DNA/hAT-Tol2	3086	1273328	4
Sebastes_rubrivinctus	DNA/CMC-EnSpm	1496	825757	6
Sebastes_rubrivinctus	DNA/P	402	124569	1
Sebastes_rubrivinctus	SINE/MIR	844	270620	2
Sebastes_rubrivinctus	DNA/CMC-Chapaev	29	14088	1
Sebastes_rubrivinctus	DNA/MULE-MuDR	738	275579	5
Sebastes_rubrivinctus	SINE/V	98	31851	2
Sebastes_rubrivinctus	LINE/RTE-BovB	1330	617960	7
Sebastes_rubrivinctus	LINE/RTE	161	61280	3
Sebastes_rubrivinctus	DNA/hAT-hAT5	173	80920	1
Sebastes_rubrivinctus	LTR/Pao	100	37334	1
Sebastes_rubrivinctus	LINE/I	155	80706	3
Sebastes_rubrivinctus	LTR/Ngaro	122	39646	1
Sebastes_rubrivinctus	DNA/PiggyBac	107	44976	1
Sebastes_rubrivinctus	DNA/TcMar	99	47217	2
Sebastes_rubrivinctus	LTR/ERVL	44	15418	1
Sebastes_rubrivinctus	LINE/I-Nimb	56	24569	1
Sebastes_rubrivinctus	DNA/Maverick	44	20276	1
Sebastes_rubrivinctus	LINE/RTE-X	295	136431	6
Sebastes_rubrivinctus	LINE/Penelope	139	57062	5
Sebastes_rubrivinctus	LTR/DIRS	174	82607	3
Sebastes_rubrivinctus	DNA/PIF-ISL2EU	411	179872	2
Sebastes_rubrivinctus	DNA/TcMar-Tc2	44	17066	1
Sebastes_rubrivinctus	LINE/Proto2	125	51558	1
Sebastes_rubrivinctus	LINE/R2-Hero	56	35911	1
Sebastes_rubrivinctus	DNA/TcMar-Fot1	68	35005	1
Ictalurus_punctatus	DNA/hAT	2412	1338674	9
Ictalurus_punctatus	DNA/TcMar-Tc1	88140	58515286	134
Ictalurus_punctatus	DNA/CMC-EnSpm	1888	884012	10
Ictalurus_punctatus	LINE/L2	15684	10001057	50
Ictalurus_punctatus	DNA/hAT-Ac	11395	5741906	49
Ictalurus_punctatus	DNA/hAT-Charlie	1712	842262	12
Ictalurus_punctatus	RC/Helitron	1554	721525	18
Ictalurus_punctatus	DNA/CMC-Chapaev	62	19670	1
Ictalurus_punctatus	DNA/PIF-Harbinger	2040	990038	20
Ictalurus_punctatus	LTR/Gypsy	8801	5252924	37
Ictalurus_punctatus	DNA/PiggyBac	638	307855	4
Ictalurus_punctatus	SINE/V	1277	422162	4
Ictalurus_punctatus	LTR/Ngaro	15005	5006215	10
Ictalurus_punctatus	LTR/ERV1	1808	1563415	9
Ictalurus_punctatus	DNA/hAT-Tip100	663	437499	7
Ictalurus_punctatus	DNA/Sola	494	236088	5
Ictalurus_punctatus	DNA/Ginger	67	36873	2
Ictalurus_punctatus	LTR/ERVK	245	108068	2
Ictalurus_punctatus	SINE/MIR	26	7981	4
Ictalurus_punctatus	LTR/Pao	176	127240	2
Ictalurus_punctatus	DNA/TcMar	50	15484	1
Ictalurus_punctatus	DNA/Kolobok-T2	1933	895067	4
Ictalurus_punctatus	LINE/Rex-Babar	3473	2083661	23
Ictalurus_punctatus	DNA/hAT-Blackjack	267	121656	1
Ictalurus_punctatus	DNA/hAT-Tol2	395	174484	4
Ictalurus_punctatus	SINE/Deu	1333	606294	2
Ictalurus_punctatus	LINE/RTE-BovB	1039	744284	7
Ictalurus_punctatus	DNA/PIF-ISL2EU	347	158024	5
Ictalurus_punctatus	LINE/L1	1372	1184223	9
Ictalurus_punctatus	DNA/Maverick	1309	1436304	7
Ictalurus_punctatus	DNA/P	135	69601	2
